event_id,entry_ts,policy_id,family,direction,base_f,A_weight,B_weight,requested_f,pre_gross_heat,pre_same_direction_heat,pre_opposite_direction_heat,pre_A_heat,pre_B_heat,episode_budget_used,remaining_heat,admitted_f,decision,reason
EUR_ORIGIN_202307270900,2023-07-27 11:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202307271100,2023-07-27 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.7,0.0,0.7,0.7,0.0,0.0,1.3,0.3,ACCEPT_FULL,
EUR_ORIGIN_202307271500,2023-07-27 16:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,1.0,0.3,0.7,0.7,0.3,0.0,1.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202307272300,2023-07-28 01:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202307280300,2023-07-28 04:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.7000000000000001,0.0,0.7,0.7,0.0,0.0,1.2999999999999998,0.3,ACCEPT_FULL,
EUR_ORIGIN_202307281200,2023-07-28 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202307311300,2023-07-31 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308021300,2023-08-02 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308030600,2023-08-03 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308081200,2023-08-08 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308090600,2023-08-09 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308101100,2023-08-10 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308102000,2023-08-10 21:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308110800,2023-08-11 09:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308111200,2023-08-11 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308111500,2023-08-11 16:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308151300,2023-08-15 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308161300,2023-08-16 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308171800,2023-08-17 19:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308220700,2023-08-22 08:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308221200,2023-08-22 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308230600,2023-08-23 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308231000,2023-08-23 11:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308231200,2023-08-23 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308231600,2023-08-23 18:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308240600,2023-08-24 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308281400,2023-08-28 15:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308291300,2023-08-29 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308300800,2023-08-30 10:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308301500,2023-08-30 17:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202308310600,2023-08-31 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202308311000,2023-08-31 11:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309011200,2023-09-01 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309051300,2023-09-05 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309060400,2023-09-06 05:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309081200,2023-09-08 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309110000,2023-09-11 01:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309110700,2023-09-11 09:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309120600,2023-09-12 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309121200,2023-09-12 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309121900,2023-09-12 21:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309122300,2023-09-13 01:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309141100,2023-09-14 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309141500,2023-09-14 16:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309200500,2023-09-20 07:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309201800,2023-09-20 19:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309202100,2023-09-20 22:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309210600,2023-09-21 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309210900,2023-09-21 10:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.7,0.0,0.7,0.7,0.0,0.0,1.3,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309211300,2023-09-21 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.30000000000000004,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309220500,2023-09-22 07:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309221100,2023-09-22 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309221400,2023-09-22 16:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7000000000000001,0.7,0.0,0.7,0.0,0.0,1.2999999999999998,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309271000,2023-09-27 11:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309271200,2023-09-27 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309281200,2023-09-28 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202309281500,2023-09-28 16:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.7,0.0,0.7,0.7,0.0,0.0,1.3,0.3,ACCEPT_FULL,
EUR_ORIGIN_202309290700,2023-09-29 09:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310020600,2023-10-02 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310030600,2023-10-03 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310031300,2023-10-03 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310050600,2023-10-05 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310061100,2023-10-06 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310061400,2023-10-06 16:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310090000,2023-10-09 01:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310091300,2023-10-09 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310101100,2023-10-10 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310121300,2023-10-12 15:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310130800,2023-10-13 09:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310131300,2023-10-13 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310171400,2023-10-17 16:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310180800,2023-10-18 09:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310181200,2023-10-18 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310200700,2023-10-20 09:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310231100,2023-10-23 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310231300,2023-10-23 15:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310231500,2023-10-23 17:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,1.4,1.4,0.0,1.4,0.0,0.0,0.6000000000000001,0.6000000000000001,ACCEPT_SCALED,gross_cap
EUR_ORIGIN_202310241100,2023-10-24 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310241300,2023-10-24 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310271000,2023-10-27 11:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202310271200,2023-10-27 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310300800,2023-10-30 10:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310301200,2023-10-30 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310310700,2023-10-31 09:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202310311400,2023-10-31 15:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311020900,2023-11-02 11:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311031500,2023-11-03 17:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311072000,2023-11-07 22:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311081200,2023-11-08 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311091200,2023-11-09 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311091800,2023-11-09 19:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311092100,2023-11-09 22:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.7,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311130000,2023-11-13 02:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311140600,2023-11-14 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311141100,2023-11-14 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311141500,2023-11-14 17:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311150600,2023-11-15 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311151700,2023-11-15 19:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311160700,2023-11-16 08:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311161300,2023-11-16 14:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311161500,2023-11-16 17:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311171000,2023-11-17 12:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311221600,2023-11-22 17:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311231800,2023-11-23 19:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311270600,2023-11-27 08:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311280500,2023-11-28 07:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202311281200,2023-11-28 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311291100,2023-11-29 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311300400,2023-11-30 05:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202311301200,2023-11-30 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312010500,2023-12-01 06:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312011100,2023-12-01 12:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312050500,2023-12-05 07:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312070600,2023-12-07 07:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312070900,2023-12-07 11:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312071200,2023-12-07 13:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.7,0.0,0.7,0.7,0.0,0.0,1.3,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312072100,2023-12-07 22:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312081200,2023-12-08 14:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312110000,2023-12-11 02:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312120500,2023-12-12 07:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312132100,2023-12-13 23:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312140900,2023-12-14 10:00:00+00:00,H1-2.00-SCA,B,-1.0,1.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,ACCEPT_FULL,
EUR_ORIGIN_202312141100,2023-12-14 13:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.3,0.0,0.3,0.0,0.3,0.0,1.7,0.7,ACCEPT_FULL,
EUR_ORIGIN_202312141600,2023-12-14 18:00:00+00:00,H1-2.00-SCA,A,1.0,1.0,0.7,0.3,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.3,0.7,ACCEPT_FULL,
